Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,obj,FetchSize,WriteSize,DispatchNs,BeginNs,EndNs,CompleteNs
285,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,570,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524351,5,782277808229453,782277808377349,782277809173999,782277809188103
289,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,578,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524978,262144,782277811251351,782277811402825,782277812259955,782277812270930
290,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,580,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524340,5,782277812331600,782277812480917,782277813253087,782277813264040
294,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,588,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524955,262144,782277815325168,782277815475833,782277816333923,782277816341347
295,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,590,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524341,5,782277816409586,782277816558885,782277817322254,782277817336146
299,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,598,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524916,262144,782277819405854,782277819556200,782277820416370,782277820424003
300,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,600,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524352,5,782277820490103,782277820641013,782277821379582,782277821394023
304,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,608,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524933,262144,782277823444201,782277823595768,782277824453538,782277824460320
305,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,610,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524359,5,782277824524540,782277824678980,782277825445869,782277825464240
309,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,618,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524883,262144,782277827517978,782277827672015,782277828522107,782277828540017
310,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,620,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524357,5,782277828594556,782277828747710,782277829509161,782277829524826
314,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,628,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524951,262144,782277831573295,782277831725674,782277832582967,782277832589494
315,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,630,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524331,5,782277832661323,782277832816090,782277833576101,782277833592363
319,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,638,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524866,262144,782277835639731,782277835792134,782277836643027,782277836648601
320,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,640,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524339,5,782277836712520,782277836865590,782277837659042,782277837670000
324,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,648,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524883,262144,782277839734248,782277839887875,782277840742768,782277840750467
325,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,650,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524345,5,782277840827876,782277840988852,782277841758303,782277841770436
329,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,658,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524889,262144,782277843879103,782277844034817,782277844885230,782277844891413
330,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,660,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524343,5,782277844953762,782277845120593,782277845893565,782277845904632
334,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,668,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524934,262144,782277847969170,782277848122078,782277848978890,782277848987529
335,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,670,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524342,5,782277849047098,782277849202894,782277849972985,782277849980618
339,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,678,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524940,262144,782277852041726,782277852195098,782277853053191,782277853063006
340,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,680,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524350,5,782277853126365,782277853280874,782277854040406,782277854048965
344,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,688,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524910,262144,782277856106193,782277856257399,782277857111491,782277857123282
345,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,690,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524347,5,782277857182922,782277857335175,782277858099826,782277858107622
349,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,698,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524921,262144,782277860169130,782277860322739,782277861176832,782277861186019
350,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,700,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524354,5,782277861250858,782277861405635,782277862179887,782277862187979
354,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,708,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524904,262144,782277864243847,782277864396720,782277865248252,782277865260056
355,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,710,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524356,5,782277865318586,782277865472096,782277866249387,782277866257076
359,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,718,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524934,262144,782277868327624,782277868481420,782277869341913,782277869353653
360,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,720,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524340,6,782277869415272,782277869595197,782277870353448,782277870360742
364,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,728,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524904,262144,782277872417490,782277872570921,782277873424694,782277873437929
365,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,730,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524349,5,782277873496518,782277873651097,782277874366788,782277874374679
369,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,738,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524950,262144,782277876438977,782277876591781,782277877448594,782277877459446
370,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,740,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524341,5,782277877522356,782277877679477,782277878449409,782277878457286
374,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,748,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524932,262144,782277880527494,782277880681282,782277881543375,782277881560203
375,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,750,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524347,5,782277881622812,782277881780018,782277882542429,782277882550182
379,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,758,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524892,262144,782277884618400,782277884769503,782277885621195,782277885633139
380,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,760,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524348,5,782277885690299,782277885846479,782277886623610,782277886630579
384,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,768,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524896,262144,782277888700606,782277888856603,782277889714216,782277889726186
385,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,770,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524338,5,782277889789105,782277889948460,782277890692791,782277890698965
389,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,778,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524900,262144,782277892756313,782277892918788,782277893774332,782277893796592
390,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,780,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524340,5,782277893840002,782277894000257,782277894754518,782277894757382
394,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,788,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524954,262144,782277896811790,782277896973299,782277897831883,782277897838519
395,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,790,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524345,5,782277897898598,782277898062129,782277898857671,782277898857728
399,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,798,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524906,262144,782277900920796,782277901091813,782277901949916,782277901953995
400,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,800,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524350,4,782277902012765,782277902174562,782277902937943,782277902937575
404,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,808,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524858,262144,782277904997803,782277905163765,782277906008428,782277906009022
405,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,810,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524342,5,782277906072681,782277906237554,782277906987655,782277906988872
409,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,818,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524873,262144,782277909050930,782277909211076,782277910064860,782277910064879
410,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,820,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524337,5,782277910123538,782277910286786,782277911087448,782277911086628
414,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,828,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524897,262144,782277913160316,782277913320790,782277914173613,782277914173125
415,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,830,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524354,5,782277914233614,782277914401939,782277915228682,782277915227624
419,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,838,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524958,262144,782277917299192,782277917463464,782277918312927,782277918312391
420,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,840,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524335,5,782277918373390,782277918538533,782277919296474,782277919292800
424,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,848,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524890,262144,782277921358468,782277921522616,782277922371439,782277922370358
425,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,850,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524339,5,782277922433487,782277922596405,782277923366346,782277923365097
429,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,858,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524939,262144,782277925429205,782277925591848,782277926451711,782277926451804
430,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,860,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524346,5,782277926514253,782277926680518,782277927424858,782277927424534
434,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,868,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524950,262144,782277929495262,782277929665720,782277930520464,782277930519121
435,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,870,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524346,5,782277930580890,782277930746390,782277931540492,782277931538590
439,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,878,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524946,262144,782277933607228,782277933798794,782277934702179,782277934701776
440,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,880,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524351,5,782277934764516,782277934931945,782277935692926,782277935691886
444,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,888,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524908,262144,782277937752754,782277937917787,782277938778931,782277938777413
445,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,890,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524346,5,782277938837782,782277939003257,782277939702637,782277939701203
449,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,898,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524966,262144,782277941768232,782277941931498,782277942791362,782277942790131
450,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,900,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524338,5,782277942850330,782277943010888,782277943750268,782277943748360
454,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,908,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524855,262144,782277945808938,782277945971769,782277946823473,782277946822498
455,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,910,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524340,5,782277946880767,782277947046999,782277947797420,782277947795187
459,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,918,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524915,262144,782277949862635,782277950027721,782277950876704,782277950875974
460,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,920,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524339,5,782277950932734,782277951104391,782277951903133,782277951902074
464,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,928,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524931,262144,782277953975641,782277954140634,782277954997938,782277954996351
465,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,930,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524344,5,782277955060510,782277955237945,782277955990765,782277955989050
469,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,938,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524931,262144,782277958062238,782277958222745,782277959072997,782277959093017
470,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,940,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524339,5,782277959140646,782277959301319,782277960096051,782277960102146
474,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,948,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524984,262144,782277962168314,782277962327123,782277963186975,782277963193383
475,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,950,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524358,5,782277963259943,782277963418978,782277964198190,782277964204702
479,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,958,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,525008,262144,782277966276860,782277966431502,782277967286394,782277967289570
480,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,960,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524343,5,782277967357079,782277967513917,782277968282888,782277968286319
484,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,968,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524938,262144,782277970365287,782277970518920,782277971370132,782277971374286
485,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,970,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524345,5,782277971438585,782277971593495,782277972372867,782277972376765
489,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,978,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524948,262144,782277974456163,782277974612099,782277975462831,782277975466592
490,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,980,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524352,5,782277975531712,782277975686034,782277976452285,782277976455382
494,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,988,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524881,262144,782277978525000,782277978680957,782277979533129,782277979537549
495,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,990,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524336,4,782277979603398,782277979764972,782277980471543,782277980474719
499,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",0,0,998,47036,47039,33554432,1024,0,0,8,32,4608,0x0,0x7f9dcc6048c0,524962,262144,782277982553817,782277982710135,782277983564867,782277983568206
500,"void dot_kernel<double>(double const*, double const*, double*, unsigned int) [clone .kd]",0,0,1000,47036,47039,262144,1024,8192,0,16,32,5056,0x0,0x7f9dcc604900,524351,4,782277983632325,782277983787750,782277984541041,782277984544766
